"Plot Title: 11_chill"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 9786041, SEN S/N: 9786041)","Intensity, Lux (LGR S/N: 9786041, SEN S/N: 9786041)","Coupler Attached (LGR S/N: 9786041)","Host Connected (LGR S/N: 9786041)","Coupler Detached (LGR S/N: 9786041)","End Of File (LGR S/N: 9786041)"
452,2020/01/05 06:00:00 AM,10.748,0.0,,,,
453,2020/01/05 07:00:00 AM,10.748,0.0,,,,
454,2020/01/05 08:00:00 AM,10.748,0.0,,,,
455,2020/01/05 09:00:00 AM,14.325,0.0,,,,
456,2020/01/05 10:00:00 AM,18.901,0.0,,,,
457,2020/01/05 11:00:00 AM,22.046,3616.7,,,,
458,2020/01/05 12:00:00 PM,22.238,3961.1,,,,
459,2020/01/05 01:00:00 PM,22.333,3961.1,,,,
460,2020/01/05 02:00:00 PM,22.429,4133.4,,,,
461,2020/01/05 03:00:00 PM,22.238,2669.5,,,,
462,2020/01/05 04:00:00 PM,22.046,2927.8,,,,
463,2020/01/05 05:00:00 PM,21.951,2927.8,,,,
464,2020/01/05 06:00:00 PM,22.046,2927.8,,,,
465,2020/01/05 07:00:00 PM,20.519,0.0,,,,
466,2020/01/05 08:00:00 PM,20.519,0.0,,,,
467,2020/01/05 09:00:00 PM,16.903,0.0,,,,
468,2020/01/05 10:00:00 PM,12.207,0.0,,,,
469,2020/01/05 11:00:00 PM,10.944,0.0,,,,
470,2020/01/06 12:00:00 AM,10.651,0.0,,,,
471,2020/01/06 01:00:00 AM,10.651,0.0,,,,
472,2020/01/06 02:00:00 AM,10.553,0.0,,,,
473,2020/01/06 03:00:00 AM,10.748,0.0,,,,
474,2020/01/06 04:00:00 AM,10.651,0.0,,,,
475,2020/01/06 05:00:00 AM,10.651,0.0,,,,
476,2020/01/06 06:00:00 AM,10.651,0.0,,,,
477,2020/01/06 07:00:00 AM,10.651,0.0,,,,
478,2020/01/06 08:00:00 AM,10.651,0.0,,,,
479,2020/01/06 09:00:00 AM,14.230,0.0,,,,
480,2020/01/06 10:00:00 AM,18.806,0.0,,,,
481,2020/01/06 11:00:00 AM,21.569,2927.8,,,,
482,2020/01/06 12:00:00 PM,21.855,2927.8,,,,
483,2020/01/06 01:00:00 PM,21.951,2927.8,,,,
484,2020/01/06 02:00:00 PM,21.855,2927.8,,,,
485,2020/01/06 03:00:00 PM,21.855,2755.6,,,,
486,2020/01/06 04:00:00 PM,22.046,2927.8,,,,
487,2020/01/06 05:00:00 PM,21.951,2755.6,,,,
488,2020/01/06 06:00:00 PM,21.951,2927.8,,,,
489,2020/01/06 07:00:00 PM,20.519,0.0,,,,
490,2020/01/06 08:00:00 PM,20.424,0.0,,,,
491,2020/01/06 09:00:00 PM,16.903,0.0,,,,
492,2020/01/06 10:00:00 PM,12.207,0.0,,,,
493,2020/01/06 11:00:00 PM,10.944,0.0,,,,
494,2020/01/07 12:00:00 AM,10.651,0.0,,,,
495,2020/01/07 01:00:00 AM,10.748,0.0,,,,
496,2020/01/07 02:00:00 AM,10.651,0.0,,,,
497,2020/01/07 03:00:00 AM,10.651,0.0,,,,
498,2020/01/07 04:00:00 AM,10.651,0.0,,,,
499,2020/01/07 05:00:00 AM,10.651,0.0,,,,
500,2020/01/07 06:00:00 AM,10.748,0.0,,,,
501,2020/01/07 07:00:00 AM,10.651,0.0,,,,
502,2020/01/07 08:00:00 AM,10.651,0.0,,,,
503,2020/01/07 09:00:00 AM,14.230,0.0,,,,
504,2020/01/07 10:00:00 AM,18.806,0.0,,,,
505,2020/01/07 11:00:00 AM,21.664,2927.8,,,,
506,2020/01/07 12:00:00 PM,21.855,2927.8,,,,
507,2020/01/07 01:00:00 PM,21.951,2755.6,,,,
508,2020/01/07 02:00:00 PM,21.855,2755.6,,,,
509,2020/01/07 03:00:00 PM,21.951,2927.8,,,,
510,2020/01/07 04:00:00 PM,22.046,2755.6,,,,
511,2020/01/07 05:00:00 PM,22.046,2755.6,,,,
512,2020/01/07 06:00:00 PM,21.951,2755.6,,,,
513,2020/01/07 07:00:00 PM,20.519,0.0,,,,
514,2020/01/07 08:00:00 PM,20.519,0.0,,,,
515,2020/01/07 09:00:00 PM,16.903,0.0,,,,
516,2020/01/07 10:00:00 PM,12.207,0.0,,,,
517,2020/01/07 11:00:00 PM,11.041,0.0,,,,
518,2020/01/08 12:00:00 AM,10.846,0.0,,,,
519,2020/01/08 01:00:00 AM,10.748,0.0,,,,
520,2020/01/08 02:00:00 AM,10.651,0.0,,,,
521,2020/01/08 03:00:00 AM,10.651,0.0,,,,
522,2020/01/08 04:00:00 AM,10.553,0.0,,,,
523,2020/01/08 05:00:00 AM,10.651,0.0,,,,
524,2020/01/08 06:00:00 AM,10.651,0.0,,,,
525,2020/01/08 07:00:00 AM,10.651,0.0,,,,
526,2020/01/08 08:00:00 AM,10.748,0.0,,,,
527,2020/01/08 09:00:00 AM,14.230,0.0,,,,
528,2020/01/08 10:00:00 AM,18.806,0.0,,,,
529,2020/01/08 11:00:00 AM,21.664,2927.8,,,,
530,2020/01/08 12:00:00 PM,21.855,2755.6,,,,
531,2020/01/08 01:00:00 PM,21.855,2755.6,,,,
532,2020/01/08 02:00:00 PM,22.046,2755.6,,,,
533,2020/01/08 03:00:00 PM,22.046,2755.6,,,,
534,2020/01/08 04:00:00 PM,22.142,3100.0,,,,
535,2020/01/08 05:00:00 PM,22.046,2927.8,,,,
536,2020/01/08 06:00:00 PM,22.142,2927.8,,,,
537,2020/01/08 07:00:00 PM,20.519,0.0,,,,
538,2020/01/08 08:00:00 PM,20.424,0.0,,,,
539,2020/01/08 09:00:00 PM,17.094,0.0,,,,
540,2020/01/08 10:00:00 PM,12.401,0.0,,,,
541,2020/01/08 11:00:00 PM,11.041,0.0,,,,
542,2020/01/09 12:00:00 AM,10.846,0.0,,,,
543,2020/01/09 01:00:00 AM,10.748,0.0,,,,
544,2020/01/09 02:00:00 AM,10.651,0.0,,,,
545,2020/01/09 03:00:00 AM,10.651,0.0,,,,
546,2020/01/09 04:00:00 AM,10.651,0.0,,,,
547,2020/01/09 05:00:00 AM,10.651,0.0,,,,
548,2020/01/09 06:00:00 AM,10.651,0.0,,,,
549,2020/01/09 07:00:00 AM,10.651,0.0,,,,
550,2020/01/09 08:00:00 AM,10.651,0.0,,,,
551,2020/01/09 09:00:00 AM,14.709,0.0,,,,
552,2020/01/09 10:00:00 AM,19.282,0.0,,,,
553,2020/01/09 11:00:00 AM,21.091,1377.8,,,,
554,2020/01/09 12:00:00 PM,21.760,9300.1,,,,
555,2020/01/09 01:00:00 PM,21.855,8611.2,,,,
556,2020/01/09 02:00:00 PM,22.046,8611.2,,,,
557,2020/01/09 03:00:00 PM,21.855,9300.1,,,,
558,2020/01/09 04:00:00 PM,21.855,8611.2,,,,
559,2020/01/09 05:00:00 PM,21.760,8611.2,,,,
560,2020/01/09 06:00:00 PM,21.951,8611.2,,,,
561,2020/01/09 07:00:00 PM,20.424,0.0,,,,
562,2020/01/09 08:00:00 PM,20.329,0.0,,,,
563,2020/01/09 09:00:00 PM,15.951,0.0,,,,
564,2020/01/09 10:00:00 PM,10.846,0.0,,,,
565,2020/01/09 11:00:00 PM,10.357,0.0,,,,
566,2020/01/10 12:00:00 AM,10.455,0.0,,,,
567,2020/01/10 01:00:00 AM,10.357,0.0,,,,
568,2020/01/10 02:00:00 AM,10.357,0.0,,,,
569,2020/01/10 03:00:00 AM,10.357,0.0,,,,
570,2020/01/10 04:00:00 AM,10.553,0.0,,,,
571,2020/01/10 05:00:00 AM,10.455,0.0,,,,
572,2020/01/10 06:00:00 AM,10.553,0.0,,,,
573,2020/01/10 07:00:00 AM,10.259,0.0,,,,
574,2020/01/10 08:00:00 AM,10.357,0.0,,,,
575,2020/01/10 09:00:00 AM,14.900,0.0,,,,
576,2020/01/10 10:00:00 AM,19.853,0.0,,,,
577,2020/01/10 11:00:00 AM,21.855,8611.2,,,,
578,2020/01/10 12:00:00 PM,21.855,8611.2,,,,
579,2020/01/10 01:00:00 PM,21.855,8611.2,,,,
580,2020/01/10 02:00:00 PM,21.951,8611.2,,,,
581,2020/01/10 03:00:00 PM,21.855,9300.1,,,,
582,2020/01/10 04:00:00 PM,22.046,8611.2,,,,
583,2020/01/10 05:00:00 PM,21.951,8611.2,,,,
584,2020/01/10 06:00:00 PM,21.855,8611.2,,,,
585,2020/01/10 07:00:00 PM,20.329,0.0,,,,
586,2020/01/10 08:00:00 PM,20.329,0.0,,,,
587,2020/01/10 09:00:00 PM,15.855,0.0,,,,
588,2020/01/10 10:00:00 PM,10.944,0.0,,,,
589,2020/01/10 11:00:00 PM,10.455,0.0,,,,
590,2020/01/11 12:00:00 AM,10.553,0.0,,,,
591,2020/01/11 01:00:00 AM,10.357,0.0,,,,
592,2020/01/11 02:00:00 AM,10.455,0.0,,,,
593,2020/01/11 03:00:00 AM,10.357,0.0,,,,
594,2020/01/11 04:00:00 AM,10.357,0.0,,,,
595,2020/01/11 05:00:00 AM,10.357,0.0,,,,
596,2020/01/11 06:00:00 AM,10.455,0.0,,,,
597,2020/01/11 07:00:00 AM,10.455,0.0,,,,
598,2020/01/11 08:00:00 AM,10.357,0.0,,,,
599,2020/01/11 09:00:00 AM,14.996,0.0,,,,
600,2020/01/11 10:00:00 AM,19.853,0.0,,,,
601,2020/01/11 11:00:00 AM,22.046,8611.2,,,,
602,2020/01/11 12:00:00 PM,21.855,8611.2,,,,
603,2020/01/11 01:00:00 PM,22.429,10677.8,,,,
604,2020/01/11 02:00:00 PM,22.429,10677.8,,,,
605,2020/01/11 03:00:00 PM,22.238,2669.5,,,,
606,2020/01/11 04:00:00 PM,22.333,2583.4,,,,
607,2020/01/11 05:00:00 PM,22.238,2669.5,,,,
608,2020/01/11 06:00:00 PM,22.238,2583.4,,,,
609,2020/01/11 07:00:00 PM,20.424,0.0,,,,
610,2020/01/11 08:00:00 PM,20.329,0.0,,,,
611,2020/01/11 09:00:00 PM,16.523,0.0,,,,
612,2020/01/11 10:00:00 PM,11.625,0.0,,,,
613,2020/01/11 11:00:00 PM,10.748,0.0,,,,
614,2020/01/12 12:00:00 AM,10.455,0.0,,,,
615,2020/01/12 01:00:00 AM,10.357,0.0,,,,
616,2020/01/12 02:00:00 AM,10.455,0.0,,,,
617,2020/01/12 03:00:00 AM,10.553,0.0,,,,
618,2020/01/12 04:00:00 AM,10.455,0.0,,,,
619,2020/01/12 05:00:00 AM,10.357,0.0,,,,
620,2020/01/12 06:00:00 AM,10.455,0.0,,,,
621,2020/01/12 07:00:00 AM,10.455,0.0,,,,
622,2020/01/12 08:00:00 AM,10.455,0.0,,,,
623,2020/01/12 09:00:00 AM,14.421,0.0,,,,
624,2020/01/12 10:00:00 AM,19.758,0.0,,,,
625,2020/01/12 11:00:00 AM,22.621,1377.8,,,,
626,2020/01/12 12:00:00 PM,21.569,667.4,,,,
627,2020/01/12 01:00:00 PM,21.378,656.6,,,,
628,2020/01/12 02:00:00 PM,21.473,667.4,,,,
629,2020/01/12 03:00:00 PM,21.569,645.8,,,,
630,2020/01/12 04:00:00 PM,21.664,667.4,,,,
631,2020/01/12 05:00:00 PM,21.569,656.6,,,,
632,2020/01/12 06:00:00 PM,21.473,667.4,,,,
633,2020/01/12 07:00:00 PM,20.329,0.0,,,,
634,2020/01/12 08:00:00 PM,20.234,0.0,,,,
635,2020/01/12 09:00:00 PM,15.951,0.0,,,,
636,2020/01/12 10:00:00 PM,11.139,0.0,,,,
637,2020/01/12 11:00:00 PM,10.455,0.0,,,,
638,2020/01/13 12:00:00 AM,10.357,0.0,,,,
639,2020/01/13 01:00:00 AM,10.455,0.0,,,,
640,2020/01/13 02:00:00 AM,10.357,0.0,,,,
641,2020/01/13 03:00:00 AM,10.357,0.0,,,,
642,2020/01/13 04:00:00 AM,10.357,0.0,,,,
643,2020/01/13 05:00:00 AM,10.357,0.0,,,,
644,2020/01/13 06:00:00 AM,10.553,0.0,,,,
645,2020/01/13 07:00:00 AM,10.455,0.0,,,,
646,2020/01/13 08:00:00 AM,10.357,0.0,,,,
647,2020/01/13 09:00:00 AM,14.709,0.0,,,,
648,2020/01/13 10:00:00 AM,19.567,0.0,,,,
649,2020/01/13 11:00:00 AM,21.473,667.4,,,,
650,2020/01/13 12:00:00 PM,21.282,656.6,,,,
651,2020/01/13 01:00:00 PM,21.378,656.6,,,,
652,2020/01/13 02:00:00 PM,21.378,656.6,,,,
653,2020/01/13 03:00:00 PM,22.333,914.9,,,,
654,2020/01/13 04:00:00 PM,22.142,925.7,,,,
655,2020/01/13 05:00:00 PM,22.238,925.7,,,,
656,2020/01/13 06:00:00 PM,22.238,914.9,,,,
657,2020/01/13 07:00:00 PM,20.424,0.0,,,,
658,2020/01/13 08:00:00 PM,20.234,0.0,,,,
659,2020/01/13 09:00:00 PM,16.046,0.0,,,,
660,2020/01/13 10:00:00 PM,10.944,0.0,,,,
661,2020/01/13 11:00:00 PM,10.553,0.0,,,,
662,2020/01/14 12:00:00 AM,10.455,0.0,,,,
663,2020/01/14 01:00:00 AM,10.357,0.0,,,,
664,2020/01/14 02:00:00 AM,10.455,0.0,,,,
665,2020/01/14 03:00:00 AM,10.455,0.0,,,,
666,2020/01/14 04:00:00 AM,10.455,0.0,,,,
667,2020/01/14 05:00:00 AM,10.357,0.0,,,,
668,2020/01/14 06:00:00 AM,10.553,0.0,,,,
669,2020/01/14 07:00:00 AM,10.553,0.0,,,,
670,2020/01/14 08:00:00 AM,10.259,0.0,,,,
671,2020/01/14 09:00:00 AM,14.709,0.0,,,,
672,2020/01/14 10:00:00 AM,19.662,0.0,,,,
673,2020/01/14 11:00:00 AM,22.142,925.7,,,,
674,2020/01/14 12:00:00 PM,22.142,914.9,,,,
675,2020/01/14 01:00:00 PM,22.238,914.9,,,,
676,2020/01/14 02:00:00 PM,22.142,914.9,,,,
677,2020/01/14 03:00:00 PM,22.238,925.7,,,,
678,2020/01/14 04:00:00 PM,16.523,7233.4,,,,
679,2020/01/14 04:54:42 PM,,,Logged,Logged,,Logged
