"Plot Title: 11"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 9786041, SEN S/N: 9786041)","Intensity, Lux (LGR S/N: 9786041, SEN S/N: 9786041)","Coupler Attached (LGR S/N: 9786041)","Coupler Detached (LGR S/N: 9786041)","Host Connected (LGR S/N: 9786041)","Stopped (LGR S/N: 9786041)","End Of File (LGR S/N: 9786041)"
435,2020/02/01 05:00:00 PM,23.004,4650.0,,,,,
436,2020/02/01 06:00:00 PM,20.138,0.0,,,,,
437,2020/02/01 07:00:00 PM,20.138,0.0,,,,,
438,2020/02/01 08:00:00 PM,16.427,0.0,,,,,
439,2020/02/01 09:00:00 PM,11.722,0.0,,,,,
440,2020/02/01 10:00:00 PM,10.455,0.0,,,,,
441,2020/02/01 11:00:00 PM,10.259,0.0,,,,,
442,2020/02/02 12:00:00 AM,10.259,0.0,,,,,
443,2020/02/02 01:00:00 AM,10.259,0.0,,,,,
444,2020/02/02 02:00:00 AM,10.259,0.0,,,,,
445,2020/02/02 03:00:00 AM,10.259,0.0,,,,,
446,2020/02/02 04:00:00 AM,10.259,0.0,,,,,
447,2020/02/02 05:00:00 AM,10.259,0.0,,,,,
448,2020/02/02 06:00:00 AM,10.259,0.0,,,,,
449,2020/02/02 07:00:00 AM,10.259,0.0,,,,,
450,2020/02/02 08:00:00 AM,13.942,0.0,,,,,
451,2020/02/02 09:00:00 AM,18.711,0.0,,,,,
452,2020/02/02 10:00:00 AM,22.717,4650.0,,,,,
453,2020/02/02 11:00:00 AM,22.621,4305.6,,,,,
454,2020/02/02 12:00:00 PM,22.717,4305.6,,,,,
455,2020/02/02 01:00:00 PM,22.717,4305.6,,,,,
456,2020/02/02 02:00:00 PM,22.717,4305.6,,,,,
457,2020/02/02 03:00:00 PM,22.717,4133.4,,,,,
458,2020/02/02 04:00:00 PM,22.717,4133.4,,,,,
459,2020/02/02 05:00:00 PM,22.812,4305.6,,,,,
460,2020/02/02 06:00:00 PM,20.234,0.0,,,,,
461,2020/02/02 07:00:00 PM,20.138,0.0,,,,,
462,2020/02/02 08:00:00 PM,16.618,0.0,,,,,
463,2020/02/02 09:00:00 PM,11.916,0.0,,,,,
464,2020/02/02 10:00:00 PM,10.553,0.0,,,,,
465,2020/02/02 11:00:00 PM,10.357,0.0,,,,,
466,2020/02/03 12:00:00 AM,10.259,0.0,,,,,
467,2020/02/03 01:00:00 AM,10.259,0.0,,,,,
468,2020/02/03 02:00:00 AM,10.259,0.0,,,,,
469,2020/02/03 03:00:00 AM,10.161,0.0,,,,,
470,2020/02/03 04:00:00 AM,10.161,0.0,,,,,
471,2020/02/03 05:00:00 AM,10.161,0.0,,,,,
472,2020/02/03 06:00:00 AM,10.161,0.0,,,,,
473,2020/02/03 07:00:00 AM,10.161,0.0,,,,,
474,2020/02/03 08:00:00 AM,13.846,0.0,,,,,
475,2020/02/03 09:00:00 AM,19.282,0.0,,,,,
476,2020/02/03 10:00:00 AM,20.519,1808.3,,,,,
477,2020/02/03 11:00:00 AM,21.187,1722.2,,,,,
478,2020/02/03 12:00:00 PM,21.378,1722.2,,,,,
479,2020/02/03 01:00:00 PM,21.473,1808.3,,,,,
480,2020/02/03 02:00:00 PM,21.378,1722.2,,,,,
481,2020/02/03 03:00:00 PM,21.378,1722.2,,,,,
482,2020/02/03 04:00:00 PM,21.378,1808.3,,,,,
483,2020/02/03 05:00:00 PM,21.473,1808.3,,,,,
484,2020/02/03 06:00:00 PM,20.138,0.0,,,,,
485,2020/02/03 07:00:00 PM,20.138,0.0,,,,,
486,2020/02/03 08:00:00 PM,16.618,0.0,,,,,
487,2020/02/03 09:00:00 PM,12.013,0.0,,,,,
488,2020/02/03 10:00:00 PM,10.553,0.0,,,,,
489,2020/02/03 11:00:00 PM,10.259,0.0,,,,,
490,2020/02/04 12:00:00 AM,10.259,0.0,,,,,
491,2020/02/04 01:00:00 AM,10.063,0.0,,,,,
492,2020/02/04 02:00:00 AM,10.063,0.0,,,,,
493,2020/02/04 03:00:00 AM,10.063,0.0,,,,,
494,2020/02/04 04:00:00 AM,10.161,0.0,,,,,
495,2020/02/04 05:00:00 AM,10.161,0.0,,,,,
496,2020/02/04 06:00:00 AM,10.161,0.0,,,,,
497,2020/02/04 07:00:00 AM,10.063,0.0,,,,,
498,2020/02/04 08:00:00 AM,13.654,0.0,,,,,
499,2020/02/04 09:00:00 AM,18.236,0.0,,,,,
500,2020/02/04 10:00:00 AM,20.996,1808.3,,,,,
501,2020/02/04 11:00:00 AM,21.282,1722.2,,,,,
502,2020/02/04 12:00:00 PM,21.378,1722.2,,,,,
503,2020/02/04 01:00:00 PM,21.378,1808.3,,,,,
504,2020/02/04 02:00:00 PM,21.378,1722.2,,,,,
505,2020/02/04 03:00:00 PM,21.378,1722.2,,,,,
506,2020/02/04 04:00:00 PM,21.378,1722.2,,,,,
507,2020/02/04 05:00:00 PM,21.378,1722.2,,,,,
508,2020/02/04 06:00:00 PM,20.138,0.0,,,,,
509,2020/02/04 07:00:00 PM,20.043,0.0,,,,,
510,2020/02/04 08:00:00 PM,16.618,0.0,,,,,
511,2020/02/04 09:00:00 PM,11.916,0.0,,,,,
512,2020/02/04 10:00:00 PM,10.357,0.0,,,,,
513,2020/02/04 11:00:00 PM,10.259,0.0,,,,,
514,2020/02/05 12:00:00 AM,10.161,0.0,,,,,
515,2020/02/05 01:00:00 AM,10.063,0.0,,,,,
516,2020/02/05 02:00:00 AM,10.063,0.0,,,,,
517,2020/02/05 03:00:00 AM,10.161,0.0,,,,,
518,2020/02/05 04:00:00 AM,10.063,0.0,,,,,
519,2020/02/05 05:00:00 AM,10.063,0.0,,,,,
520,2020/02/05 06:00:00 AM,10.063,0.0,,,,,
521,2020/02/05 07:00:00 AM,10.063,0.0,,,,,
522,2020/02/05 08:00:00 AM,13.558,0.0,,,,,
523,2020/02/05 09:00:00 AM,18.331,0.0,,,,,
524,2020/02/05 10:00:00 AM,20.996,1722.2,,,,,
525,2020/02/05 11:00:00 AM,21.282,1722.2,,,,,
526,2020/02/05 12:00:00 PM,21.378,1808.3,,,,,
527,2020/02/05 01:00:00 PM,21.378,1808.3,,,,,
528,2020/02/05 02:00:00 PM,21.378,1808.3,,,,,
529,2020/02/05 03:00:00 PM,21.378,1722.2,,,,,
530,2020/02/05 04:00:00 PM,21.378,1722.2,,,,,
531,2020/02/05 05:00:00 PM,21.378,1722.2,,,,,
532,2020/02/05 06:00:00 PM,20.138,0.0,,,,,
533,2020/02/05 07:00:00 PM,20.138,0.0,,,,,
534,2020/02/05 08:00:00 PM,16.618,0.0,,,,,
535,2020/02/05 09:00:00 PM,11.916,0.0,,,,,
536,2020/02/05 10:00:00 PM,10.455,0.0,,,,,
537,2020/02/05 11:00:00 PM,10.259,0.0,,,,,
538,2020/02/06 12:00:00 AM,10.161,0.0,,,,,
539,2020/02/06 01:00:00 AM,10.161,0.0,,,,,
540,2020/02/06 02:00:00 AM,10.161,0.0,,,,,
541,2020/02/06 03:00:00 AM,10.063,0.0,,,,,
542,2020/02/06 04:00:00 AM,10.063,0.0,,,,,
543,2020/02/06 05:00:00 AM,10.063,0.0,,,,,
544,2020/02/06 06:00:00 AM,10.063,0.0,,,,,
545,2020/02/06 07:00:00 AM,10.063,0.0,,,,,
546,2020/02/06 08:00:00 AM,13.558,0.0,,,,,
547,2020/02/06 09:00:00 AM,18.331,0.0,,,,,
548,2020/02/06 10:00:00 AM,23.100,2152.8,,,,,
549,2020/02/06 11:00:00 AM,23.004,2152.8,,,,,
550,2020/02/06 12:00:00 PM,23.004,2152.8,,,,,
551,2020/02/06 01:00:00 PM,23.100,2152.8,,,,,
552,2020/02/06 02:00:00 PM,23.966,1980.6,,,,,
553,2020/02/06 03:00:00 PM,23.773,1980.6,,,,,
554,2020/02/06 04:00:00 PM,23.773,1980.6,,,,,
555,2020/02/06 05:00:00 PM,23.773,1980.6,,,,,
556,2020/02/06 06:00:00 PM,20.138,0.0,,,,,
557,2020/02/06 07:00:00 PM,20.138,0.0,,,,,
558,2020/02/06 08:00:00 PM,16.046,0.0,,,,,
559,2020/02/06 09:00:00 PM,11.139,0.0,,,,,
560,2020/02/06 10:00:00 PM,10.259,0.0,,,,,
561,2020/02/06 11:00:00 PM,10.259,0.0,,,,,
562,2020/02/07 12:00:00 AM,10.161,0.0,,,,,
563,2020/02/07 01:00:00 AM,10.161,0.0,,,,,
564,2020/02/07 02:00:00 AM,10.161,0.0,,,,,
565,2020/02/07 03:00:00 AM,10.259,0.0,,,,,
566,2020/02/07 04:00:00 AM,10.161,0.0,,,,,
567,2020/02/07 05:00:00 AM,10.161,0.0,,,,,
568,2020/02/07 06:00:00 AM,10.161,0.0,,,,,
569,2020/02/07 07:00:00 AM,10.259,0.0,,,,,
570,2020/02/07 08:00:00 AM,14.325,0.0,,,,,
571,2020/02/07 09:00:00 AM,19.187,0.0,,,,,
572,2020/02/07 10:00:00 AM,20.710,0.0,,,,,
573,2020/02/07 11:00:00 AM,21.855,0.0,,,,,
574,2020/02/07 12:00:00 PM,22.238,0.0,,,,,
575,2020/02/07 01:00:00 PM,22.333,0.0,,,,,
576,2020/02/07 02:00:00 PM,22.333,0.0,,,,,
577,2020/02/07 03:00:00 PM,22.333,0.0,,,,,
578,2020/02/07 04:00:00 PM,22.046,0.0,,,,,
579,2020/02/07 05:00:00 PM,22.429,0.0,,,,,
580,2020/02/07 06:00:00 PM,16.999,0.0,,,,,
581,2020/02/07 07:00:00 PM,16.713,0.0,,,,,
582,2020/02/07 08:00:00 PM,17.570,0.0,,,,,
583,2020/02/07 09:00:00 PM,17.855,0.0,,,,,
584,2020/02/07 10:00:00 PM,18.901,0.0,,,,,
585,2020/02/07 11:00:00 PM,18.711,0.0,,,,,
586,2020/02/07 11:57:03 PM,,,,,Logged,,
587,2020/02/07 11:57:04 PM,,,Logged,,,,
588,2020/02/07 11:57:22 PM,,,,,,Logged,Logged
